,source,reference,translation,z-score,avg-score,annotators,bert_metric_p,bert_metric_r,bert_metric_f,bleu_metric_mod_prec,bleu_metric_sen_bleu,Rouge1_metric_f,Rouge1_metric_r,Rouge1_metric_p,Rouge2_metric_f,Rouge2_metric_r,Rouge2_metric_p,RougeL_metric_f,RougeL_metric_r,RougeL_metric_p
10022,"V ten moment jsem mu řekl, že nebudu hledat investora, ale sám bych se jím chtěl stát a dát do toho úspory.","At that moment I told him I wasn 't going to look for an investor, but I would like to stand by myself and save it.","I told him that I would not be looking for an investor, because I wanted to invest my own savings into the project.",-0.30514291646331,65.5,2,0.6109475493431091,0.4769916534423828,0.5438902378082275,0.20869565217391303,6.814420298427999e-155,0.44897958685547695,0.4230769230769231,0.4782608695652174,0.21276595246717986,0.2,0.22727272727272727,0.3181818131921489,0.30434782608695654,0.3333333333333333
328,Komu růst napětí prospívá?,Who is thriving for voltage growth?,Who benefits from the growing tensions?,-2.0480068337908,7.33333333333333,3,0.2870241701602936,0.2734282314777374,0.28138673305511475,0.358974358974359,8.937250483388416e-155,0.16666666166666683,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666166666683,0.16666666666666666,0.16666666666666666
304,"Třiadvacetiletý rodák z Glasgowa byl v roli brzdy, kterou vzal za svou Skot Sir Chris Hoy, a mladík legendu potěšil, když se přiřítil do cíle a ukradl vítězství z rukou favorizovaného Nového Zélandu.","A 22-year-old native of Glasgow was in the role of the bracket he took for his Scottish Sir Chris Hoy, and the young man of the legend pleased when he came to the finish and stole the victory from the hands of favored New Zealand.",The Glaswegian 23-year-old was in the anchor role that his fellow Scotsman Sir Chris Hoy made his own and the youngster did the legend proud as he stormed home to snatch victory from the favoured New Zealand outfit.,-0.755942278400683,54.3333333333333,3,0.44654834270477295,0.44577300548553467,0.4470599591732025,0.13953488372093023,5.572032143816963e-155,0.4337349347946001,0.4,0.47368421052631576,0.19753085923487287,0.18181818181818182,0.21621621621621623,0.4411764655882353,0.4411764705882353,0.4411764705882353
9751,O postup do osmifinále musí zabojovat v opravných jízdách.,The procedure for round must be fought in the corrective rides.,"To advance to the 1/8 finals, he will have to do well in the repechage heat.",-3.52159281097782,1.6666666666666698,3,0.03834674507379532,0.13980990648269653,0.09004923701286316,0.2236842105263158,7.0548840486780595e-155,0.14814814331961607,0.18181818181818182,0.125,0.07999999520000028,0.1,0.06666666666666667,0.15999999507200013,0.18181818181818182,0.14285714285714285
10601,Během svého nedávného pobytu se Lanzmann pokoušel najít Izrael v seznamu kódů pro volání v hotelu.,"During his recent stay, Lanzmann attempted to find Israel in the list of calling codes in the hotel.","During his recent stay, Lanzmann tried to find Israel in the list of dial codes provided by the hotel.",0.199753048315463,71.0,2,0.8540551662445068,0.8812547326087952,0.8678386807441711,0.24509803921568626,7.384857749680956e-155,0.8108108058144633,0.8333333333333334,0.7894736842105263,0.6285714235755103,0.6470588235294118,0.6111111111111112,0.823529406782007,0.875,0.7777777777777778
7961,"Nikdo se na ně nedívá - možná právě proto, že jsou jenom pro dekoraci a některé jsou tak vysoko na zdi, že se na ně nedá dosáhnout.",No one is looking at them - perhaps because they are just for decoration and some are so high on the wall that they can't be reached.,"Nobody is looking - perhaps because they are merely decoration, some so high up the wall that it would be impossible to touch them.",0.434671586952734,83.0,1,0.7067848443984985,0.6717996597290039,0.6897419095039368,0.183206106870229,6.3847248892636315e-155,0.5882352891349482,0.5555555555555556,0.625,0.3265306072636402,0.3076923076923077,0.34782608695652173,0.571428566430654,0.56,0.5833333333333334
4438,"Podle zákona č. 95/2004 Sb., o podmínkách získávání a uznávání odborné způsobilosti a specializované způsobilosti k výkonu zdravotnického povolání lékaře, zubního lékaře a farmaceuta, přitom výslovně platí, že účast na specializačním vzdělávání se považuje za prohlubování kvalifikace (nikoli za její zvyšování).","Pursuant to Act No 95/2004 Coll., on the conditions for the acquisition and recognition of professional competence and specialised fitness for the medical profession of doctor, dentist and pharmacist, expressly, that the participation of the specialisation of education is considered to a deepening skills (not for the better).","Act No 95/2004 Coll., on the conditions of obtaining and recognizing professional qualifications and specialised qualifications for the medical profession of doctor, dentist, pharmacist, as amended, specifically states that participation in specialised training is considered to be an enhancement of qualification (rather than an upgrade).",-0.040120433448651,81.5,2,0.46881261467933655,0.4246881902217865,0.44755828380584717,0.10029498525073746,4.72402106071506e-155,0.5473684160576178,0.5306122448979592,0.5652173913043478,0.3225806401664933,0.3125,0.3333333333333333,0.5866666616746667,0.6111111111111112,0.5641025641025641
1927,"Jak kniha vypráví, paní Rooseveltová najala hospodyni, která se o chuť vůbec nezajímala. To vedlo k tomu, že se Bílém domě „nejen podávalo téměř to nejponurejší jídlo v celém Washingtonu, ale také tím nejneutěšenějším způsobem připravené.“","As the book tells, Mrs. Roosevelt hired a housekeeper who was not interested in it at all, which led to the White House ""not only serving almost the finest food in Washington but also in the most inexperienced manner.""","As the book tells it, Mrs. Roosevelt's hiring of a housekeeper with no interest in flavor resulted in a White House that ""put out not only some of the dreariest food in Washington but also some of the most dismally prepared.""",-0.478757097798243,63.0,2,0.5395758748054504,0.6315313577651978,0.5858466029167175,0.13333333333333333,5.4468019467171996e-155,0.5121951169541941,0.525,0.5,0.22499999500312512,0.23076923076923078,0.21951219512195122,0.4637681109430792,0.45714285714285713,0.47058823529411764
2898,V pátek se Trump pokusil k tomuto tématu opět vrátit.,"On Friday, Trump tried to return to this subject.","On Friday, Mr. Trump tried again to return to that subject.",0.8116412542148729,97.0,2,0.790858268737793,0.8966601490974426,0.843531608581543,0.3898305084745763,9.313440146666397e-155,0.79999999505,0.8888888888888888,0.7272727272727273,0.4444444395061729,0.5,0.4,0.7777777728395062,0.875,0.7
10572,Blok Rusky Birlovové v předkole play-off na OH v Riu.,Block Russian Birlovové in the play-off round on the OH in Rio.,Russia's Birlova blocks a ball in the preliminary round play-off at the Olympic Games in Rio.,-1.4394710405129298,39.5,2,0.3213615119457245,0.2547243535518646,0.2889857292175293,0.25806451612903225,7.577681760585021e-155,0.4999999951020409,0.5833333333333334,0.4375,0.1538461489644972,0.18181818181818182,0.13333333333333333,0.33333332847222225,0.4,0.2857142857142857
8305,Garland je předsedou federálního odvolacího soudu ve Washingtonu.,Garland is the chairman of the federal appeals court in Washington.,Garland is the chief judge for the U.S. Court of Appeals for the District of Columbia Circuit.,-2.2539500652683704,23.0,1,0.555469810962677,0.6289258003234863,0.592618465423584,0.2127659574468085,6.880552084645114e-155,0.3448275814982165,0.45454545454545453,0.2777777777777778,0.14814814348422511,0.2,0.11764705882352941,0.33333332847222225,0.4,0.2857142857142857
3674,"Asi bych už nechtěl hrát, kdybych měl být jako druhý nahrávač a věnovat se tomu na plný čas. Když se něco nedělá naplno, stojí to za prd.","I guess I didn&apos;t want to play, if I had to be like a second recorder and pursue it full time. When it does, it sucks.","I guess I would not want to go on playing full-time if I were to be the second setter. If you cannot give your best, it is not worth much.",-0.194641230320315,78.0,3,0.30371829867362976,0.17231859266757965,0.23842035233974457,0.17391304347826086,6.220686189616977e-155,0.39285713788265303,0.4230769230769231,0.36666666666666664,0.18518518021262018,0.2,0.1724137931034483,0.3404255269714804,0.38095238095238093,0.3076923076923077
2441,"Doufám, že tomu úředníkovi naúčtují do poslední kontroly všechny zmařené kontroly, aby si uvědomil, co udělal.",I hope that he will charge the official to the final check of all the controls that he has to do to realize what he has done.,"I hope that they will ask the official to pay for all the checks that came to nothing because of his activities, so that he realises what he has done.",-1.77930219076933,7.0,1,0.4967113733291626,0.4825398027896881,0.4904455542564392,0.13333333333333333,5.4468019467171996e-155,0.596491223084026,0.6296296296296297,0.5666666666666667,0.32727272228760335,0.34615384615384615,0.3103448275862069,0.5454545405475207,0.631578947368421,0.48
6908,"Uvedl ale, že „odborníci se někdy neshodují na interpretaci komplexních údajů, a že zpravodajské společenství a ministerstvo obrany vítají zdravý dialog ohledně těchto zásadních otázkek národní bezpečnosti.“","But he said that ""experts sometimes disagree on the interpretation of comprehensive data, and that the intelligence community and the Department of Defense welcome a healthy dialogue about these fundamental questions of national security.""","But he said that ""experts sometimes disagree on the interpretation of complex data, and the intelligence community and Department of Defense welcome healthy dialogue on these vital national security topics.""",1.1342309414269098,94.5,2,0.8758082985877991,0.830664336681366,0.8533865809440613,0.13043478260869565,5.387272269179461e-155,0.8181818132001838,0.7714285714285715,0.8709677419354839,0.6249999950195313,0.5882352941176471,0.6666666666666666,0.8571428521492348,0.8275862068965517,0.8888888888888888
7711,"Asi jsem si to prožít musel, teď už to půjde jen nahoru.","I guess I had to live it, now it's just going to go up.",I guess I had to experience it; it can only go upwards from here.,0.93404798774341,86.5,2,0.44766053557395935,0.5161874890327454,0.4825509786605835,0.26153846153846155,7.628514886683167e-155,0.4285714235714286,0.42857142857142855,0.42857142857142855,0.3076923026923078,0.3076923076923077,0.3076923076923077,0.39999999500800004,0.4166666666666667,0.38461538461538464
11138,"Jak sám říkáte, nežádoucí jev z ulic nezmizeli.","As you say, the undesirable phenomenon from the streets did not disappear.","As you have said, this undesirable element has not disappeared from the streets.",-1.04286452610195,29.0,1,0.7516462802886963,0.796627938747406,0.7744163870811462,0.2625,7.642525026836e-155,0.559999995008,0.5833333333333334,0.5384615384615384,0.26086956022684316,0.2727272727272727,0.25,0.4999999950347222,0.5454545454545454,0.46153846153846156
5678,"Federální vláda od června 2017 sníží financování o 30 procent, což povede k tomu, že další tisíce ohrožených lidí z Queenslandu se bude muset zorientovat ve složitých právních problémech bez pomoci.","The federal government from June 2017 will reduce funding by 30 percent, which will lead to thousands more vulnerable people from Queensland will have to navigate the complex legal problems without help.","The federal government will cut funding by 30 per cent from June 2017, which means thousands more vulnerable Queenslanders will be forced to navigate complex legal problems without help.",1.1236974782046498,100.0,1,0.8352877497673035,0.8001478314399719,0.8179594874382019,0.1774193548387097,6.2830817951449286e-155,0.6885245851760281,0.65625,0.7241379310344828,0.4067796560298765,0.3870967741935484,0.42857142857142855,0.6428571378571429,0.6428571428571429,0.6428571428571429
8724,"Takže jim to nějaké síly ubralo, o to by to zítra mohlo být jednodušší.","So they have some power to ubralo, so it might be easier tomorrow.",so this may make things easier tomorrow.,-2.0453617667356,5.5,2,0.5638090968132019,0.2770729959011078,0.4175444543361664,0.35,8.824827763064711e-155,0.29999999545000006,0.23076923076923078,0.42857142857142855,0.11111110666666683,0.08333333333333333,0.16666666666666666,0.29999999545000006,0.23076923076923078,0.42857142857142855
8403,V podstatě ne.,"Basically, no.","By and large, I did not.",0.765073412746087,81.5,2,0.042601995170116425,0.31895607709884644,0.17838987708091736,0.4166666666666667,9.628676480759687e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004,"Petr Tluchoř je jedním ze tří poslanců, kteří měli podle obžaloby dostat od premiéra Nečase a jeho tehdejší šéfky kabinetu Jany Nagyové politickou trafiku, tedy lukrativní post za politický ústupek.","Peter Tluchoř is one of three Members, who should, according to the indictment from the Prime Minister and his former cabinet chief Nečase Jany Nagyové political newsstand, a lucrative post for political concessions.",Petr Tluchoř is one of three MPs who have been accused by the prosecution service of taking bribes in the form of lucrative positions from the then Prime Minister Nečas and his former chief of staff Jana Nagyova in return for a political concession.,-1.64915031907226,24.0,1,0.4399700164794922,0.4154471457004547,0.4286097288131714,0.12048192771084337,5.177655722158023e-155,0.4935064886085344,0.5757575757575758,0.4318181818181818,0.213333328440889,0.25,0.18604651162790697,0.46376811099348875,0.5161290322580645,0.42105263157894735
1131,"Mluvčí policie ve Phoenixu, seržant Jonathan Howard řekl, že vyšetřovatelé zjišťují, zda střelba neměla nějakou spojitost s některým z předchozích čtyř útoků.","Phoenix police spokesperson, sergeant Jonathan Howard said the investigators were investigating whether the shooting had any connection with any of the previous four attacks.",Phoenix police spokesman Sgt. Jonathan Howard said the shooting prompted investigators to look at whether it was tied to four earlier attacks.,0.7903091667335621,96.5,2,0.7100337147712708,0.6271154284477234,0.6688050627708435,0.176056338028169,6.2589005054481444e-155,0.4782608645746692,0.4583333333333333,0.5,0.22727272228305795,0.21739130434782608,0.23809523809523808,0.4761904711904762,0.47619047619047616,0.47619047619047616
7928,Radikální mešity zavřeme.,We will close the radical mosques.,We will shut down radical mosques.,1.3384259652623405,98.0,1,0.9093765616416931,0.8652762770652771,0.8874253630638123,0.5294117647058824,1.0853479985853914e-154,0.6666666616666668,0.6666666666666666,0.6666666666666666,0.3999999950000001,0.4,0.4,0.6666666616666668,0.6666666666666666,0.6666666666666666
10,"Lastimosa navíc při havárii utrží smrtelné rány, a Cooper proto dostane za úkol zprovoznit kapitánova titána.","In addition, Lastimosa suffers fatal wounds in the crash, and Cooper is tasked with putting Captain's titanium into operation.","What is more, Lastimosa is fatally wounded in the crash and Cooper, therefore, has to revive the captain's Titan.",0.317794085295198,81.5,2,0.5417383313179016,0.5525301694869995,0.547865092754364,0.20353982300884957,6.729718711374011e-155,0.2631578897368422,0.2631578947368421,0.2631578947368421,0.055555550555556006,0.05555555555555555,0.05555555555555555,0.22222221723765442,0.21052631578947367,0.23529411764705882
1572,Další zajímavé návštěvy najdete v časopise Moderní byt.,Other interesting visits can be found in Modern Flat.,"You will find more about other interesting properties we visited in the magazine ""Moderní byt"" [modern flat].",-0.984061245431866,35.0,2,0.1615624874830246,0.44716525077819824,0.30161410570144653,0.1743119266055046,6.2278159182488635e-155,0.15384614931952675,0.2222222222222222,0.11764705882352941,0.0,0.0,0.0,0.15384614931952675,0.2222222222222222,0.11764705882352941
2198,"Rodina v domě žila 20 let, k domu byla pravidelně přivolávána policie","The family lived in the house for 20 years, the police were called regularly to the house","The family have lived in the house for 20 years, with police regularly called to the property",0.9339605198760128,85.0,1,0.8068633079528809,0.7690024375915527,0.7882144451141357,0.26881720430107525,7.733939061094975e-155,0.8235294067647059,0.8235294117647058,0.8235294117647058,0.4999999950000001,0.5,0.5,0.7999999950222222,0.8571428571428571,0.75
761,"Britské bezpečnostní složky odhadují, že do Sýrie dosud odcestovalo asi 600 britských muslimů, z toho asi 50 mladých žen a dívek.","British security forces estimate that about 600 British Muslims have gone to Syria, including about 50 young women and girls.","The UK's security services estimate that around 600 British Muslims, including some 50 young women and girls have travelled to Syria so far.",0.987194796847175,96.0,2,0.7337780594825745,0.8108232617378235,0.7724125385284424,0.2,6.6709427497276e-155,0.6046511578150352,0.65,0.5652173913043478,0.2926829218560381,0.3157894736842105,0.2727272727272727,0.5365853609280192,0.6111111111111112,0.4782608695652174
2968,"Sluková: Tím, že jsme hrály už poslední dva zápasy ve skupině od deseti, tak jsme měly režim posunutý už dříve.","Sluková: By that we played the last two games in the group from ten, so we should scheme shifted before.","Given that our last two matches in the group started at ten, we have already adjusted our routine to this later start.",-1.18388009072376,36.0,2,0.3301829695701599,0.1667110025882721,0.24837739765644073,0.1864406779661017,6.440840618310061e-155,0.3809523759637189,0.4,0.36363636363636365,0.14999999501250016,0.15789473684210525,0.14285714285714285,0.4102564052859961,0.4444444444444444,0.38095238095238093
3597,"Pro kapitána Toma Mitchella a ostatní spoluhráče to bylo jako běžet za řadou autobusů v pohybu a šampioni světového poháru vedli 5:0, když se zpoza rohu vynořil Osea Kolinisau.","For captain Tom Mitchell and other teammates it was like to run a series of buses in the movement and World Cup champions led 5: 0, když se Osea Kolinisau came around the corner.",It was like running into a series of moving buses for captain Tom Mitchell and co and the World Series champions went 5-0 up when Osea Kolinisau dived over in the corner.,0.50210623963754,84.0,2,0.29795464873313904,0.22019094228744507,0.2599840760231018,0.17058823529411765,6.160936803131859e-155,0.5757575707621672,0.5588235294117647,0.59375,0.2812499950048829,0.2727272727272727,0.2903225806451613,0.4193548337148804,0.40625,0.43333333333333335
270,Extremisté z Boko Haram v minulosti bránili očkování a lékaře dokonce zabíjeli.,The Boko Haram extremists in the past prevented the vaccination and the doctors even killed them.,The extremist group Boko Haram is against vaccinations and it is blamed for killing doctors involved in the vaccination programme.,-1.21373732062288,34.0,2,0.4888988137245178,0.5225191712379456,0.5064607262611389,0.16923076923076924,6.136374831041888e-155,0.4444444395061729,0.5,0.4,0.1764705833044984,0.2,0.15789473684210525,0.3636363587511479,0.42857142857142855,0.3157894736842105
8507,Podobné mlčení nebo neprůhledné změny sídel nejsou neobvyklé.,Such silence or opaque changes to the halls are not unusual.,Lack of transparency with respect to the change of addresses are not uncommon..,-1.8241126548644,19.0,2,0.3338301181793213,0.37738287448883057,0.35656502842903137,0.189873417721519,6.499864446260174e-155,0.3333333283680556,0.36363636363636365,0.3076923076923077,0.18181817685950424,0.2,0.16666666666666666,0.3478260819659736,0.36363636363636365,0.3333333333333333
3205,"Jak je možné, že v roce 2016 byl v Berlíně, hlavním městě Německa, Izrael odstraněn a smazán?","How is it possible that in 2016 he was in Berlin, capital of Germany, Israel removed and deleted?","How is it possible, in 2016 in Berlin, the capital of the new Germany, that Israel was eliminated and eradicated?",0.188047490470439,69.0,1,0.5342221856117249,0.5520484447479248,0.5438634157180786,0.25663716814159293,7.556696725111873e-155,0.7368421002770082,0.7777777777777778,0.7,0.2777777727932099,0.29411764705882354,0.2631578947368421,0.6285714235755103,0.6470588235294118,0.6111111111111112
2984,"Nicméně rozdíl roamingových cen oproti sazbám místních operátorů je natolik propastný, že se i většina turistů v průběhu svého pobytu v Thajsku začne poohlížet po místních SIM.","However, the difference of roaming prices compared to the rates of local operators is so great that even the majority of tourists during your stay in Thailand will begin looking for local SIM.","Given that the roaming charges are so much higher than the tariffs of local operators, it is highly likely that most tourists will eventually cave in and buy a local SIM.",0.256584946937166,78.5,2,0.4906134605407715,0.5241466164588928,0.5081294178962708,0.16470588235294117,6.053781901967725e-155,0.40624999500488285,0.3939393939393939,0.41935483870967744,0.06451612403746138,0.0625,0.06666666666666667,0.32142856642857154,0.32142857142857145,0.32142857142857145
2983,Británie musí šířit dál olympijského ducha a expanzovat Heathrow,Britain must continue to spread the Olympic spirit and expanzovat Heathrow,Britain must channel the Olympic spirit and expand Heathrow,0.32458371594667,79.5,2,0.6468481421470642,0.333403617143631,0.4864276349544525,0.3728813559322034,9.108724155497867e-155,0.6999999950500001,0.6363636363636364,0.7777777777777778,0.4444444395061729,0.4,0.5,0.6999999950500001,0.6363636363636364,0.7777777777777778
8157,"Recep Tayyip Erdogan naopak opakovaně mluvil o svém „drahém příteli“ panu Putinovi - pětkrát, jak uvádí jedna ze zpráv.","Recep Tayyip Erdogan, on the other hand, has repeatedly talked about his ""dear friend"" to Mr Putin - five times, as one of the reports states.","Recep Tayyip Erdogan by contrast talked repeatedly of his ""dear friend"" Mr Putin - five times, according to one report.",0.5846894879799589,76.0,1,0.8060963749885559,0.7195616364479065,0.7628849148750305,0.2605042016806723,7.613416376312194e-155,0.6521739081285445,0.5769230769230769,0.75,0.31818181327479345,0.28,0.3684210526315789,0.5333333283950618,0.48,0.6
6168,"Na stránkách Kremlu jsou citovány poznámky určené Putinovi, ve kterých Ivanov uvádí: „Je pravdou, že v roce 2012 jsem Vás v rozhovoru požádal, abyste mi tento velmi náročný post, dokonce by se dalo říct problematický post, svěřil na čtyři roky.","The Kremlin's website quotes remarks intended by Putin, in which Ivanov states: ""It is true that in 2012 I asked you in an interview to give me this very challenging post, even to say a problematic post, for four years.","In remarks to Mr Putin, quoted on the Kremlin website, Mr Ivanov said ""it's true that in early 2012 I asked you, in a conversation, to entrust me with this very complicated post, even - you could say - troublesome post, for four years.",0.0175151061964793,72.0,2,0.518834114074707,0.5971086621284485,0.5584129691123962,0.14042553191489363,5.589786938075768e-155,0.5714285664399092,0.6,0.5454545454545454,0.21951219013384904,0.23076923076923078,0.20930232558139536,0.5066666616746668,0.5277777777777778,0.48717948717948717
10943,"Odkaz zůstal v našem neustálém zkoumání kalorií a výživových hodnot, říká slečna Ziegelmanová, a ve způsobu, jakým se věda aplikuje na vaření.","The link remained in our constant exploration of calories and nutritional values, says Miss Ziegelmanová, and in the way that science is applied to cooking.","The legacy is in our continued focus on calories and nutrition, Ms. Ziegelman said, and on the way science has been applied to cooking.",0.564060455585417,94.0,1,0.6782189011573792,0.5666554570198059,0.6224892735481262,0.1925925925925926,6.546241235395583e-155,0.5306122399000418,0.52,0.5416666666666666,0.2127659524490721,0.20833333333333334,0.21739130434782608,0.48888888389135804,0.4782608695652174,0.5
1828,V Nigérii se znovu objevily případy dětské obrny.,"In Nigeria, cases of polio have reappeared.",Polio cases have resurfaced in Nigeria.,0.9061947166704772,98.0,2,0.6136218905448914,0.6319324374198914,0.6233753561973572,0.4358974358974359,9.848370370806378e-155,0.3076923027218935,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.3076923027218935,0.2857142857142857,0.3333333333333333
11506,"Upřímně lituje, že ta byla slova vyřčena, neměla se dostat do éteru.","He sincerely regrets that the words were spoken, not to get into the ether.","We sincerely regret that these statements were made, and that they were allowed to go to air.",-1.53787293787294,35.0,1,0.5276329517364502,0.46513375639915466,0.4970210790634155,0.1935483870967742,6.562464906460785e-155,0.2580645111758586,0.2857142857142857,0.23529411764705882,0.0,0.0,0.0,0.2962962913031551,0.3076923076923077,0.2857142857142857
4302,Chystané opatření nicméně neznamená pro cizince povinnost pořídit si při vstupu do země SIM místního operátora.,The forthcoming measures does not mean for foreigners to get a local SIM when entering the country.,"The planned measures do not mean, however, that foreigners are under any obligation to purchase SIM from a local operator upon arrival to the country.",0.0753575463499706,65.3333333333333,3,0.5913795828819275,0.7155242562294006,0.6533287763595581,0.16,5.966672584960326e-155,0.47619047137188214,0.5882352941176471,0.4,0.09999999520000023,0.125,0.08333333333333333,0.4390243853896491,0.5294117647058824,0.375
9929,"Jones řekl: „Tři muži svržení do vody jsou šťastní, že jsou naživu a zcela bez zranění.","Jones said, ""Three men dropping into the water are happy to be alive and completely without injury.","Mr Jones said: ""The three men thrown in the water are lucky to be alive and completely uninjured.",-0.514296262212885,44.5,2,0.6481944918632507,0.7204442024230957,0.6846020221710205,0.25773195876288657,7.572797659683992e-155,0.5714285664326532,0.5882352941176471,0.5555555555555556,0.363636358640955,0.375,0.35294117647058826,0.5714285664326532,0.5882352941176471,0.5555555555555556
