,source,reference,translation,z-score,avg-score,annotators,bert_metric_p,bert_metric_r,bert_metric_f,bleu_metric_mod_prec,bleu_metric_sen_bleu,Rouge1_metric_f,Rouge1_metric_r,Rouge1_metric_p,Rouge2_metric_f,Rouge2_metric_r,Rouge2_metric_p,RougeL_metric_f,RougeL_metric_r,RougeL_metric_p
19948,"Also brauche es Angebote wie Sport, Kontakte mit Einheimischen und vor allem Sprachkurse.","So it needs offers such as sports, contacts with locals and, above all, language courses.","Consequently there is a need to provide sports, contact to locals, and, above all, language courses.",0.332056605911279,98.0,1,0.6933643221855164,0.7175496816635132,0.7059100270271301,0.2,6.6709427497276e-155,0.3870967691987514,0.4,0.375,0.27586206397146257,0.2857142857142857,0.26666666666666666,0.3999999950000001,0.4,0.4
16282,Sie werden Ihr Kind lieben und Ihr Kind wird Sie lieben.,You will love your child and your child will love.,"You will love your child, and your child will love you.",0.298435762277983,79.0,1,0.8533409833908081,0.898874819278717,0.8762209415435791,0.3090909090909091,8.293070008871621e-155,0.8571428521541952,0.9,0.8181818181818182,0.7368421002770082,0.7777777777777778,0.7,0.8571428522448981,1.0,0.75
21044,Trotz Doping: Diese Athleten haben noch Medaillen-Chancen bei Olympia in Rio,Despite doping: These athletes still have medal chances at Olympics in Rio,Despite doping: These athletes are still in with a chance of winning medals in Rio,0.685173964948526,99.0,1,0.7633740901947021,0.8283421397209167,0.7960069179534912,0.23170731707317074,7.180291735329025e-155,0.518518513580247,0.5833333333333334,0.4666666666666667,0.31999999507200005,0.36363636363636365,0.2857142857142857,0.5384615334911242,0.5833333333333334,0.5
13615,"Ich gehöre nicht zu den Leuten, die ihre Tore im Gedächtnis behalten.",I do not belong to the people who keep their gates in mind.,I'm not really one of those people who keeps track of their goals.,-0.6691420549221301,42.0,1,0.28285735845565796,0.33338308334350586,0.3091237246990204,0.2727272727272727,7.789982830837433e-155,0.3076923026923078,0.3076923076923077,0.3076923076923077,0.08333332833333364,0.08333333333333333,0.08333333333333333,0.3199999950080001,0.3076923076923077,0.3333333333333333
7589,"Dafür sprechen auch die Kräfteverhältnisse: In London arbeiteten gemäß Zahlen der Landesbank Helaba Ende 2015 rund 144000 Menschen in der Bankenbranche, in Frankfurt waren es 62500.","The crow relationships are also for this: in London, according to figures from Landesbank Helaba, around 144,000 people were working in the banking sector at the end of 2015, and in Frankfurt it was 62500.","This is also to do with strength ratios: According to figures from regional bank Helaba, around 144,000 people worked in banking in London in 2015 - compared to 62,500 in Frankfurt.",0.8235842403225649,100.0,1,0.5141487121582031,0.4988008737564087,0.5072656273841858,0.1878453038674033,6.465057424947825e-155,0.3939393889577595,0.37142857142857144,0.41935483870967744,0.18749999501953143,0.17647058823529413,0.2,0.37931033988109397,0.34375,0.4230769230769231
19463,"Es wurden in dem Anwesen, in dem in der Vergangenheit Drogen gehandelt wurden, die Holzdielen aufgerissen",It has been ripped up in the property where drugs have been traded in the past,"Floor boards had been pulled up in the property, from which drugs had been dealt in the past",1.38045286062323,95.0,1,0.5822797417640686,0.678913414478302,0.6307797431945801,0.18478260869565216,6.41213655590313e-155,0.5294117597231834,0.5625,0.5,0.24999999501953132,0.26666666666666666,0.23529411764705882,0.4444444394513032,0.46153846153846156,0.42857142857142855
19481,Weiter ging es am zweiten Tag über Furtwangen nach Gütenbach.,"On the second day, we went through Furtwangen to Gütenbach.","The second day saw them head towards Gütenbach, via Furtwangen.",0.591931775264076,83.0,1,0.7386470437049866,0.7129162549972534,0.7261974215507507,0.3333333333333333,8.612150057732663e-155,0.19999999500000015,0.2,0.2,0.0,0.0,0.0,0.19999999500000015,0.2,0.2
15749,"Asylberechtigt nach dem Grundgesetz sind ausschließlich politisch, also von staatlicher Seite, individuell Verfolgte.","According to the Basic Law, asylum is only justified politically, in other words by the state, individually persecuted.","Under the constitution, only individuals suffering political persecution, i.e., on the part of the state, are entitled to asylum.",-1.30316774498249,43.0,1,0.4901486337184906,0.46775659918785095,0.47977548837661743,0.17054263565891473,6.160113313613406e-155,0.3076923027218935,0.3333333333333333,0.2857142857142857,0.05405404908692522,0.058823529411764705,0.05,0.16666666168209893,0.17647058823529413,0.15789473684210525
3871,Und der intelligente Temporegler reagiert auf die Verkehrszeichenerkennung und drosselt bei Bedarf die Geschwindigkeit.,And the intelligent speed controller reacted to the road sign recognition and throttles if necessary the speed.,"And the intelligent speed regulator reacts to traffic signage, and reduces the vehicle's speed if necessary.",0.131942058587415,83.0,1,0.7447120547294617,0.6727688908576965,0.7089836001396179,0.17592592592592593,6.256581964711073e-155,0.6060606010651974,0.5882352941176471,0.625,0.2580645111342353,0.25,0.26666666666666666,0.4285714235714286,0.42857142857142855,0.42857142857142855
10782,"Für die Verlängerung der Rechtsabbiegespur hat der Landesbetrieb bewusst die verkehrsschwächere Zeit in den Schulferien ausgesucht, weil mit Behinderungen zu rechnen sei.","For the prolongation of the legal deduction, the country has deliberately chosen the weaker time in the school holidays, because it is expected to be disabled.","The district authorities deliberately chose the less busy period of the school holidays for the extension of the right-hand turning lane, because it will cause delays.",0.83733697219329,92.0,1,0.352956622838974,0.35809287428855896,0.3565703332424164,0.1377245508982036,5.5357682202043e-155,0.3461538411538462,0.34615384615384615,0.34615384615384615,0.1199999950000002,0.12,0.12,0.18181817681818196,0.18181818181818182,0.18181818181818182
21354,"Flüchtlinge, die gezielt ins Land geholt werden, sollen vorher ihre Smartphones checken lassen und Social-Media-Accounts für eine Sicherheitsüberprüfung offenlegen.",Refugees who are targeted in the country are expected to check their smartphones before and disclose social media accounts for a security review.,"Refugees who are specifically brought to the country should allow their smartphones to be checked, and present their social media accounts for security checks.",0.201381251235399,88.5,2,0.604315459728241,0.5880738496780396,0.5968387722969055,0.1509433962264151,5.795344727086631e-155,0.5957446758533274,0.6086956521739131,0.5833333333333334,0.31111110611358034,0.3181818181818182,0.30434782608695654,0.5909090859090911,0.5909090909090909,0.5909090909090909
4399,"Damit er nicht einfach geklaut wird, ist er im Messbetrieb abgesenkt, so dass die Räder in der gepanzerten und übrigens auch schusssicheren Außenhülle verschwinden.","In order not to simply clad it, it is lowered in the measuring operation, so the wheels are disappearing in the armored and also a smooth outer shell.","To prevent it from simply being stolen, it sinks down when measuring, making its wheels disappear into the armoured, bullet-proof exterior.",0.0861925098751305,86.0,2,0.4108349084854126,0.3298065960407257,0.3710330128669739,0.14388489208633093,5.658219790847807e-155,0.16326530122448993,0.14285714285714285,0.19047619047619047,0.0,0.0,0.0,0.17777777283950633,0.16,0.2
18282,"Auch in Schwaben werden allein geflüchtete Frauen nicht getrennt untergebracht, sagt Karl-Heinz Meyer, Pressesprecher der Regierung.","Also in Swabia alone, refugee women are housed separately, says Karl-Heinz Meyer, press Secretary of the government.","Even in Swabia, women who come as lone refugees are not given separate accommodation, says Karl-Heinz Meyer, press spokesperson for the region.",-2.82503544137011,13.0,1,0.6597352027893066,0.7473948001861572,0.7037080526351929,0.2097902097902098,6.832266912050133e-155,0.41025640533859303,0.47058823529411764,0.36363636363636365,0.16216215725346983,0.1875,0.14285714285714285,0.41025640533859303,0.47058823529411764,0.36363636363636365
11711,"Das sei ""keine Beschäftigungstherapie"".","That is ""no employment therapy.""","This is not ""employment therapy"".",0.8990946050475308,97.0,1,0.724820077419281,0.7136049270629883,0.7196632027626038,0.5151515151515151,1.0706307344430612e-154,0.18181817685950424,0.16666666666666666,0.2,0.0,0.0,0.0,0.18181817685950424,0.16666666666666666,0.2
16788,"Eigentlich ist es unfair, sie Helfern vor Ort zu stellen.","Actually, it is unfair, you helpers on the spot.",It is unfair to show them volunteers on site.,0.3643119820633969,88.0,1,0.3786837160587311,0.3864781856536865,0.38358157873153687,0.3111111111111111,8.32012740542163e-155,0.22222221722222232,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.22222221722222232,0.2222222222222222,0.2222222222222222
13139,Dies hätten am vergangenen Montag VW-Vertreter im Bundesverkehrsministerium bestätigt.,This would have confirmed VW representatives in the Federal Ministry of Transport last Monday.,This was confirmed by VW representatives at the Federal Ministry of Transport on the Monday previous.,-0.61256282884101,77.0,1,0.5839473009109497,0.6091282367706299,0.5971651077270508,0.25742574257425743,7.568297630965454e-155,0.6666666616888889,0.7142857142857143,0.625,0.35714285216836733,0.38461538461538464,0.3333333333333333,0.6896551674197384,0.7142857142857143,0.6666666666666666
17153,Nun hat sich der ehemalige DSV-Athlet Markus Deibler via Facebook schützende vor seine in der Kritik stehenden Ex-Teamkollegen gestellt.,"Now the former DSV-Athlete Markus Deibler via Facebook, the contactor has at the end of his criticism of the Ex-team-mates.",Now the former DSV athlete Markus Deibler has come forward on Facebook to defend his ex-teammates from criticism.,-0.760345547648562,43.5,2,0.5198246240615845,0.3926757872104645,0.4563823640346527,0.24778761061946902,7.425265886494104e-155,0.42105262659279785,0.4,0.4444444444444444,0.16666666168209893,0.15789473684210525,0.17647058823529413,0.4705882303114187,0.5,0.4444444444444444
18736,"Die Minister hatten gehofft, den Streit über die Änderungen durch Annahme eines reformierten Vertrages mit den Funktionären der British Medical Association beenden zu können, aber 58 Prozent der 37.000 Assistenzärzte, die bei einer Wahl abstimmten, lehnten ihn ab.","Ministers had hoped to end the dispute over the changes by adopting a reformed contract with the British Medical Association's officials, but 58 percent of the 37,000 assistant doctors who voted in an election rejected him.","Ministers had hoped to end the dispute over the changes by agreeing to a reformed contract with British Medical Association officials, but 58 per cent of the 37,000 junior doctors who took part in a ballot had rejected it.",-0.40455947467868,74.5,2,0.775324821472168,0.8179416060447693,0.7968852519989014,0.14864864864864866,5.751123561622861e-155,0.7199999950079999,0.75,0.6923076923076923,0.5205479402139239,0.5428571428571428,0.5,0.7462686517175319,0.7575757575757576,0.7352941176470589
1297,Die habe sich zwar auf mehr Bauplätze für Einfamilienhäuser konzentriert.,While this was focused on more construction places for detached houses.,"However, they have focused on providing more building sites for detached homes.",0.266287033752426,78.0,2,0.544277548789978,0.5922024846076965,0.568838357925415,0.24050632911392406,7.315356079624011e-155,0.434782603705104,0.45454545454545453,0.4166666666666667,0.1904761854875285,0.2,0.18181818181818182,0.434782603705104,0.45454545454545453,0.4166666666666667
17314,"Wissenschaftlicher sagen, dass der Grönlandhai die längste Lebensspanne von allen Wirbeltieren auf dem Planeten hat.",Scientific to say that the Grönlandhai has the longest life span of all vertebrates on the planet.,Scientists say the Greenland shark has the longest lifespan of any vertebrate on the planet.,0.5183805468737129,81.0,1,0.617072343826294,0.4772477447986603,0.5470030307769775,0.2391304347826087,7.294401135173922e-155,0.5624999950195313,0.5294117647058824,0.6,0.266666661688889,0.25,0.2857142857142857,0.4999999950255103,0.4666666666666667,0.5384615384615384
11295,"Da sind sich sogar selbst die Fans einig - egal, ob ihr Herz für Galatasaray oder Besiktas schlägt.","Even the fans agree, regardless of whether their heart beats Galatasaray or Besiktas.",And even the fans can agree on that - whether their hearts beat for Galatasaray or Besiktas.,0.88995166923028,99.5,2,0.6589265465736389,0.7848697900772095,0.7216525673866272,0.2391304347826087,7.294401135173922e-155,0.4666666617555556,0.5384615384615384,0.4117647058823529,0.2857142808163266,0.3333333333333333,0.25,0.4666666617555556,0.5384615384615384,0.4117647058823529
16846,"Da diese Winde durch die Magnetfelder der Sterne reisen, haben sie einen bremsenden Effekt auf die Sterne.","As these winds by the magnetic fields of the star are traveling, you will have a brake effect on the stars.","As these winds travel across the stars' magnetic fields, they enact a braking effect on the stars.",-0.205293570057851,83.0,3,0.6661826372146606,0.5855836272239685,0.6261978149414062,0.24489795918367346,7.381842906628136e-155,0.526315784529086,0.47619047619047616,0.5882352941176471,0.2777777728395062,0.25,0.3125,0.514285709322449,0.47368421052631576,0.5625
8944,Unfälle - Bus rutscht in Krummhörn in Graben: Acht Verletzte,Accidents-bus slips into Krummhörn in ditch: eight injured,Incident - Bus slips into a ditch in Krummhörn: eight people injured,0.368045661713188,76.0,1,0.7412258982658386,0.6911010146141052,0.7165129780769348,0.3088235294117647,8.289482264810312e-155,0.4999999952000001,0.625,0.4166666666666667,0.11111110635802489,0.14285714285714285,0.09090909090909091,0.4999999952000001,0.625,0.4166666666666667
21533,Die Ratenkürzung des Unternehmens folgt einem 10-prozentigem Rückgang für Onshore-Auftragnehmer im Jahr 2014.,The company's council cut follows a 10 per cent decline for onshore contractors in 2014.,The company's rate reduction follows a 10 percent decrease for onshore contractors in 2014.,0.607961544622031,90.0,1,0.8247983455657959,0.7970545291900635,0.8111996054649353,0.2857142857142857,7.973301625706314e-155,0.6896551674197384,0.6666666666666666,0.7142857142857143,0.5185185135253774,0.5,0.5384615384615384,0.6896551674197384,0.6666666666666666,0.7142857142857143
5642,Die innere Sicherheit ist enorm in den Fokus gerückt.,Internal security has been enormous.,Domestic security has come to the fore to a huge extent.,0.10979124419382,78.5,2,0.4087548553943634,0.6239634156227112,0.5150288343429565,0.26785714285714285,7.720116102662627e-155,0.2499999957031251,0.4,0.18181818181818182,0.14285713877551035,0.25,0.1,0.2666666622222223,0.4,0.2
9569,Manche Leute schließen auf der Jagd sogar neue Freundschaften.,Some people even make new friends on the hunt.,Some people are even making new friends on the hunt.,0.896455885490446,81.0,1,0.8857892751693726,0.9422654509544373,0.9140319228172302,0.40384615384615385,9.47938563294973e-155,0.8421052581717452,0.8888888888888888,0.8,0.5882352891349482,0.625,0.5555555555555556,0.8421052581717452,0.8888888888888888,0.8
18123,"Biologen haben in Hannover untersucht, welchen Effekt das Rufen von Katzenbabys auf erwachsene Tiere hat.","Biologists have studied in Hannover, the effect of the cat's babies on adult animals.",Biologists in Hanover have researched the effect kittens' cries have on adult animals.,-0.476514223215314,69.0,2,0.7185693383216858,0.6708537936210632,0.6951057314872742,0.2558139534883721,7.54456718803905e-155,0.5925925875994514,0.5714285714285714,0.6153846153846154,0.23999999500800012,0.23076923076923078,0.25,0.559999995008,0.5384615384615384,0.5833333333333334
19718,"Viele wurden ins Exil oder ins Gefängnis geschickt, getötet oder in die Weiten der Wüste getrieben.","Many were sent into exile or in prison, killed or driven into the wits of the desert.","Many have been exiled, jailed, killed or driven to the far reaches of the desert.",0.349582454187715,77.0,1,0.6615195274353027,0.5421543717384338,0.601839542388916,0.24691358024691357,7.4121586108084085e-155,0.49999999501953135,0.47058823529411764,0.5333333333333333,0.266666661688889,0.25,0.2857142857142857,0.4999999950000001,0.5,0.5
14101,"Die thailändische Polizei hingegen erklärte, die Attentate stünden nicht in Zusammenhang mit der islamistischen Aufstandsbewegung oder mit dem internationalen Terrorismus.","The Thai police, on the other hand, declared that the assassinations were not related to the Islamic uprising movement or to international terrorism.","However, the Thai police issued a statement that the attacks were not connected with the Islamist resistance movement or with global terrorism.",0.191920573088321,70.0,2,0.6988385915756226,0.6001754403114319,0.6496393084526062,0.16083916083916083,5.982298991252849e-155,0.44444443944691364,0.43478260869565216,0.45454545454545453,0.13953487872363457,0.13636363636363635,0.14285714285714285,0.3589743539776463,0.35,0.3684210526315789
16973,"Die Urlauber sprangen auf, als sie sich verständlicherweise anfingen, Sorgen über den Lärm der Düsentriebwerke zu machen, ohne zunächst zu sehen, was durch die Wolken auf sie zukam.","The tourists jumped on, as you have understandably started to Worry about the noise of the jet engines, without seeing first, what was coming through the clouds.",Holidaymakers rose to their feet as they became understandably concerned about the noise from the jet engines without being able to see at first what was coming their way through the clouds.,-1.55870490409056,45.5,2,0.5118691921234131,0.5022585391998291,0.5078603029251099,0.11578947368421053,5.0758263463702684e-155,0.5084745713070957,0.5555555555555556,0.46875,0.2456140301261928,0.2692307692307692,0.22580645161290322,0.4528301836952652,0.48,0.42857142857142855
19501,Sie macht eher einen Schaufensterbummel als einen Großeinkauf.,It makes a storytelling rather than a big purchase.,"She is window-shopping, rather than on a spending spree.",-2.50047471418446,23.0,1,0.3671801686286926,0.41888073086738586,0.3938924968242645,0.23214285714285715,7.187036961556378e-155,0.3333333283333334,0.3333333333333333,0.3333333333333333,0.1249999950000002,0.125,0.125,0.35294117148788934,0.375,0.3333333333333333
18803,"Tom Hakala, der die Regie des Films führte, fügte hinzu: ""Lassen Sie es mich so sagen - Ich hätte meinen Respekt für Ian verloren, wenn er einige der Dinge geleckt hätte, die ich ihm angewiesen habe zu lecken, so wie die ekelhafte russische Toilette, die in dem Film gezeigt wird.""","Tom Hakala, who led the film's directions, added: ""let me say so - I would have lost my respect for Ian if he had put some of the things that I instructed him to lick, just like the eclectic Russian toilet shown in the film.""","Tom Hakala, who directed the film, added: 'Let's put it this way - I would have lost my respect for Ian if he had licked some of the things I asked him to, like the disgusting Russian toilet that's shown in the film.'",-1.13451448993615,32.5,2,0.6709278225898743,0.6300000548362732,0.6509562730789185,0.14285714285714285,5.637975647982813e-155,0.7111111061135803,0.6956521739130435,0.7272727272727273,0.4772727222753099,0.4666666666666667,0.4883720930232558,0.6585365803688281,0.6428571428571429,0.675
17289,Die deutliche Mehrheit sei motiviert.,The clear majority was motivated.,The clear majority are motivated.,0.690018808197321,89.0,3,0.7791049480438232,0.7791203856468201,0.7794715166091919,0.5151515151515151,1.0706307344430612e-154,0.7999999950000002,0.8,0.8,0.4999999950000001,0.5,0.5,0.7999999950000002,0.8,0.8
14479,"Die volle Konnektivität gibt es aber nur für die Top-Ausstattung: 7-Zoll-Touchscreen, Navi, App-Integration und mehr.","The full connectivity is available only for the top equipment: 7-inch touchscreen, Navi, app integration and more.","However, full connectivity is only available for the top-of-the-range model: 7 inch touchscreen, satnav, app integration, and more.",0.415451152532735,87.0,4,0.6649760007858276,0.743604302406311,0.7044981122016907,0.1984732824427481,6.645432358962701e-155,0.6285714235755103,0.6470588235294118,0.6111111111111112,0.2424242374288339,0.25,0.23529411764705882,0.5714285664326532,0.5882352941176471,0.5555555555555556
16446,Der Wärmeverlust von einem Gramm Maus ist daher viel größer als bei einem Gramm Elefant.,The heat loss from one gram of mouse is therefore much larger than a gram of elephant.,This means that the heat lost per gram of a mouse is much bigger than that lost per gram of an elephant.,-2.1462233216085,17.0,1,0.5975464582443237,0.6569765210151672,0.6277097463607788,0.18269230769230768,6.375765663796783e-155,0.564102559184747,0.6470588235294118,0.5,0.16216215725346983,0.1875,0.14285714285714285,0.49999999501953135,0.5333333333333333,0.47058823529411764
15636,"Sie reagieren um zehn Prozent schneller auf Laute von Kätzchen, die sich in großer Not wähnen, wie Wissenschaftler von der Tierärztlichen Hochschule und der Medizinischen Hochschule Hannover (MHH) herausgefunden haben.","They respond by 10 percent faster to sounds of kittens who choose in great distress, as scientists have found out from the animal medical college and the Medical University of Hanover (MHH).","They react ten percent quicker to kittens who sound to be in great distress, the scientists from the Veterinary University and Medical University of Hanover discovered.",0.4790648941065721,79.0,1,0.676904022693634,0.570722222328186,0.6239160299301147,0.17261904761904762,6.197500547297791e-155,0.586206891605232,0.53125,0.6538461538461539,0.24999999505739803,0.22580645161290322,0.28,0.6037735799928802,0.5333333333333333,0.6956521739130435
6555,Klingt schwierig?,Does it sound difficult?,Sounds tricky?,0.8475002780548879,96.0,2,0.46177512407302856,0.28848204016685486,0.3747285008430481,0.7142857142857143,1.2606896804377566e-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9058,"Eigenartige Mischungen wurden ausprobiert, da eine kalorienreiche und nährhafte Befriedigung Vorrang vor Geschmack oder sogar gesunden Küchenverstand hatte.","Peculiar mixes were tried, as a calorie and nourishing gratification had precedence over taste or even healthy kitchen mind.",Strange mashups were tried as caloric and nutritional fulfillment took precedent over taste or even common kitchen sense.,0.9218875860388828,97.0,1,0.5632147789001465,0.3906751275062561,0.47641831636428833,0.18181818181818182,6.360494346864465e-155,0.4324324274360848,0.42105263157894735,0.4444444444444444,0.1714285664326532,0.16666666666666666,0.17647058823529413,0.4324324274360848,0.42105263157894735,0.4444444444444444
9520,"Herr Meles, ein ehemaliger Rebellenanführer, war bis zu seinem Tod an einer nicht publik gemachten Krankheit im Jahre 2012 17 Jahre lang Äthiopiens Premierminister.","Mr. Meles, a former rebel leader, was the Prime Minister of Ethiopia until his death in an unpublicized disease in 2012 17 years.","Mr. Meles, a former rebel leader, was Ethiopia's prime minister for 17 years, until his death from an undisclosed illness in 2012.",-0.0062469668430975,86.5,2,0.7081758379936218,0.6332610845565796,0.6710020899772644,0.2153846153846154,6.922764456609536e-155,0.6222222172246915,0.6086956521739131,0.6363636363636364,0.4186046461654949,0.4090909090909091,0.42857142857142855,0.5909090859090911,0.5909090909090909,0.5909090909090909
12905,"In den letzten Jahren waren eindeutig mehr ""Berühmtheiten, die modeln"" als ""Models, die Berühmtheiten sind"" auf dem Cover.","In recent years, there were clearly more ""celebrities who model"" than ""models that are celebrities"" on the cover.","In recent years, the cover has certainly featured more ""celebrities who model"" than ""models who are celebrities.""",0.1930066509066629,83.5,2,0.8395175337791443,0.8294500112533569,0.8347480893135071,0.19469026548672566,6.581794741864478e-155,0.6666666616666668,0.6666666666666666,0.6666666666666666,0.47058823029411767,0.47058823529411764,0.47058823529411764,0.5714285664326532,0.5555555555555556,0.5882352941176471
10670,"Wie im Buch beschrieben führte das Anheuern einer Haushälterin mit keinem Interesse an Geschmacksrichtungen durch Frau Roosevelt dazu, dass das Weiße Haus das langweiligste Essen in Washington hervorbrachte, sondern auch eines der am trostlosesten Zubereiteten.""","As described in the book, the Anheuern of a housekeeper, with no interest in flavors by Mrs Roosevelt, said that the White House produced the most boring food in Washington, but also prepared one of the most troublesome.""","As the book tells it, Mrs. Roosevelt's hiring of a housekeeper with no interest in flavor resulted in a White House that ""put out not only some of the dreariest food in Washington but also some of the most dismally prepared.""",-0.0371185606954129,77.0,2,0.3306948244571686,0.2962791621685028,0.31454581022262573,0.13333333333333333,5.4468019467171996e-155,0.5679012295747601,0.5897435897435898,0.5476190476190477,0.2278480962730333,0.23684210526315788,0.21951219512195122,0.4923076873183432,0.5161290322580645,0.47058823529411764
259,Was wird geschehen?,What will happen?,What's going to happen?,1.32190656300263,100.0,1,0.6650598049163818,0.8055382370948792,0.7348629236221313,0.43478260869565216,9.835768484171798e-155,0.2857142808163266,0.3333333333333333,0.25,0.0,0.0,0.0,0.2857142808163266,0.3333333333333333,0.25
